"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Antenna ID","Antenna Group Name","Antenna Group Configuration Value","Antenna Group Sort Value","Event Site Code Value","Event Release Date Time Value","Event Date Time Value","CTH Count"
"3D9.1C2D08D6F7","Recapture","CATHEW - Catherine Creek Weir","5/24/2010","CATHEW - Catherine Creek Weir","6/21/2010","NA","NA","0","NA","CATHEW","6/21/2010 12:00:00 AM","5/24/2010 12:00:00 PM","1"
"3D9.1C2D08D84C","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/3/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/3/2010","NA","NA","0","NA","LGRLDR","5/3/2010 8:08:00 AM","5/3/2010 8:08:00 AM","1"
"3D9.1C2D08D84C","Observation","GRA - Lower Granite Dam Adult","5/3/2010","","","02","WEIR 733","140","1","GRA","","5/3/2010 4:57:50 PM","1"
"3D9.1C2D08D84C","Observation","GRA - Lower Granite Dam Adult","5/3/2010","","","04","WEIR 732","140","2","GRA","","5/3/2010 4:56:45 PM","1"
"3D9.1C2D08D84C","Observation","GRA - Lower Granite Dam Adult","5/3/2010","","","06","WEIR 731","140","3","GRA","","5/3/2010 4:56:34 PM","1"
"3D9.1C2D08D84C","Observation","GRA - Lower Granite Dam Adult","5/3/2010","","","07","WEIR 730","140","4","GRA","","5/3/2010 4:56:20 PM","1"
"3D9.1C2D08D889","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/22/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/22/2010","NA","NA","0","NA","LGRLDR","5/22/2010 8:04:00 AM","5/22/2010 8:04:00 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","02","WEIR 733","140","1","GRA","","5/23/2010 2:48:56 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","04","WEIR 732","140","2","GRA","","5/23/2010 2:46:16 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","06","WEIR 731","140","3","GRA","","5/23/2010 2:29:30 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","08","WEIR 730","140","4","GRA","","5/23/2010 2:27:40 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","02","WEIR 733","140","1","GRA","","6/22/2010 5:01:52 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","04","WEIR 732","140","2","GRA","","6/22/2010 5:01:11 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","06","WEIR 731","140","3","GRA","","6/22/2010 5:00:47 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","08","WEIR 730","140","4","GRA","","6/22/2010 5:00:07 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","22","ISO EAST","140","8","GRA","","6/22/2010 3:15:35 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","24","ISO EAST","140","8","GRA","","6/22/2010 3:15:35 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","26","ISO EAST","140","8","GRA","","6/22/2010 3:15:35 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/22/2010","","","28","ISO EAST","140","8","GRA","","6/22/2010 3:15:34 PM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","02","WEIR 733","140","1","GRA","","6/23/2010 8:09:26 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","04","WEIR 732","140","2","GRA","","6/23/2010 8:09:17 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","06","WEIR 731","140","3","GRA","","6/23/2010 8:08:57 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","08","WEIR 730","140","4","GRA","","6/23/2010 8:08:49 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","12","ISO WEST","140","6","GRA","","6/23/2010 6:58:57 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","14","ISO WEST","140","6","GRA","","6/23/2010 6:58:56 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","16","ISO WEST","140","6","GRA","","6/23/2010 6:58:56 AM","1"
"3D9.1C2D08D889","Observation","GRA - Lower Granite Dam Adult","6/23/2010","","","18","ISO WEST","140","6","GRA","","6/23/2010 6:58:56 AM","1"
"3D9.1C2D08D889","Recapture","PAHTRP - Pahsimeroi River Trap","6/15/2010","PAHTRP - Pahsimeroi River Trap","8/2/2010","NA","NA","0","NA","PAHTRP","8/2/2010 12:00:00 AM","6/15/2010 12:00:00 PM","1"
"3D9.1C2D08D88F","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/15/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/15/2010","NA","NA","0","NA","LGRLDR","5/15/2010 7:21:00 AM","5/15/2010 7:21:00 AM","1"
"3D9.1C2D08D88F","Observation","GRA - Lower Granite Dam Adult","5/15/2010","","","02","WEIR 733","140","1","GRA","","5/15/2010 4:31:57 PM","1"
"3D9.1C2D08D88F","Observation","GRA - Lower Granite Dam Adult","5/15/2010","","","04","WEIR 732","140","2","GRA","","5/15/2010 4:31:49 PM","1"
"3D9.1C2D08D88F","Observation","GRA - Lower Granite Dam Adult","5/15/2010","","","06","WEIR 731","140","3","GRA","","5/15/2010 4:31:24 PM","1"
"3D9.1C2D08D88F","Observation","GRA - Lower Granite Dam Adult","5/15/2010","","","08","WEIR 730","140","4","GRA","","5/15/2010 4:31:07 PM","1"
"3D9.1C2D08D90E","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/23/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/23/2010","NA","NA","0","NA","LGRLDR","5/23/2010 7:41:00 AM","5/23/2010 7:41:00 AM","1"
"3D9.1C2D08D90E","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","02","WEIR 733","140","1","GRA","","5/23/2010 1:40:29 PM","1"
"3D9.1C2D08D90E","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","04","WEIR 732","140","2","GRA","","5/23/2010 1:40:08 PM","1"
"3D9.1C2D08D90E","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","06","WEIR 731","140","3","GRA","","5/23/2010 1:39:24 PM","1"
"3D9.1C2D08D90E","Observation","GRA - Lower Granite Dam Adult","5/23/2010","","","08","WEIR 730","140","4","GRA","","5/23/2010 1:39:05 PM","1"
"3D9.1C2D08DA0F","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","NA","NA","0","NA","LGRLDR","5/20/2010 9:05:00 AM","5/20/2010 9:05:00 AM","1"
"3D9.1C2D08DA0F","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","02","WEIR 733","140","1","GRA","","5/20/2010 2:05:22 PM","1"
"3D9.1C2D08DA0F","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","04","WEIR 732","140","2","GRA","","5/20/2010 2:05:02 PM","1"
"3D9.1C2D08DA0F","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","06","WEIR 731","140","3","GRA","","5/20/2010 2:04:20 PM","1"
"3D9.1C2D08DA0F","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","08","WEIR 730","140","4","GRA","","5/20/2010 2:04:12 PM","1"
"3D9.1C2D08DA72","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/10/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/10/2010","NA","NA","0","NA","LGRLDR","5/10/2010 7:53:00 AM","5/10/2010 7:53:00 AM","1"
"3D9.1C2D08DA72","Observation","GRA - Lower Granite Dam Adult","5/10/2010","","","02","WEIR 733","140","1","GRA","","5/10/2010 2:30:20 PM","1"
"3D9.1C2D08DA72","Observation","GRA - Lower Granite Dam Adult","5/10/2010","","","04","WEIR 732","140","2","GRA","","5/10/2010 2:30:11 PM","1"
"3D9.1C2D08DA72","Observation","GRA - Lower Granite Dam Adult","5/10/2010","","","06","WEIR 731","140","3","GRA","","5/10/2010 2:29:59 PM","1"
"3D9.1C2D08DA72","Observation","GRA - Lower Granite Dam Adult","5/10/2010","","","08","WEIR 730","140","4","GRA","","5/10/2010 2:27:41 PM","1"
"3D9.1C2D08DB74","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/19/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/19/2010","NA","NA","0","NA","LGRLDR","5/19/2010 9:14:00 AM","5/19/2010 9:14:00 AM","1"
"3D9.1C2D08DB74","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","02","WEIR 733","140","1","GRA","","5/19/2010 5:19:42 PM","1"
"3D9.1C2D08DB74","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","04","WEIR 732","140","2","GRA","","5/19/2010 5:19:31 PM","1"
"3D9.1C2D08DB74","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","06","WEIR 731","140","3","GRA","","5/19/2010 5:19:06 PM","1"
"3D9.1C2D08DB74","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","08","WEIR 730","140","4","GRA","","5/19/2010 5:18:55 PM","1"
"3D9.1C2D08DB74","Observation","KRS - SF Salmon River at Krassel Cr.","6/27/2010","","","04","IN-RIVER PASS-OVER MUX ARRAY","100","1","KRS","","6/27/2010 7:45:37 PM","1"
"3D9.1C2D08DBDD","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/19/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/19/2010","NA","NA","0","NA","LGRLDR","5/19/2010 9:14:00 AM","5/19/2010 9:14:00 AM","1"
"3D9.1C2D08DBDD","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","02","WEIR 733","140","1","GRA","","5/19/2010 11:33:19 AM","1"
"3D9.1C2D08DBDD","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","04","WEIR 732","140","2","GRA","","5/19/2010 11:32:43 AM","1"
"3D9.1C2D08DBDD","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","06","WEIR 731","140","3","GRA","","5/19/2010 11:32:30 AM","1"
"3D9.1C2D08DBDD","Observation","GRA - Lower Granite Dam Adult","5/19/2010","","","08","WEIR 730","140","4","GRA","","5/19/2010 11:32:18 AM","1"
"3D9.1C2D08DC3C","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","NA","NA","0","NA","LGRLDR","5/20/2010 9:05:00 AM","5/20/2010 9:05:00 AM","1"
"3D9.1C2D08DC3C","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","02","WEIR 733","140","1","GRA","","5/20/2010 6:28:15 PM","1"
"3D9.1C2D08DC3C","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","04","WEIR 732","140","2","GRA","","5/20/2010 6:27:54 PM","1"
"3D9.1C2D08DC3C","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","06","WEIR 731","140","3","GRA","","5/20/2010 6:27:22 PM","1"
"3D9.1C2D08DC3C","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","08","WEIR 730","140","4","GRA","","5/20/2010 6:27:00 PM","1"
"3D9.1C2D08DD2E","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/24/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/24/2010","NA","NA","0","NA","LGRLDR","5/24/2010 8:05:00 AM","5/24/2010 8:05:00 AM","1"
"3D9.1C2D08DD2E","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","02","WEIR 733","140","1","GRA","","5/24/2010 5:07:24 PM","1"
"3D9.1C2D08DD2E","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","04","WEIR 732","140","2","GRA","","5/24/2010 5:07:12 PM","1"
"3D9.1C2D08DD2E","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","06","WEIR 731","140","3","GRA","","5/24/2010 5:07:00 PM","1"
"3D9.1C2D08DD2E","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","08","WEIR 730","140","4","GRA","","5/24/2010 5:06:08 PM","1"
"3D9.1C2D08DD2E","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/12/2010 6:30:51 PM","1"
"3D9.1C2D08DD2E","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/12/2010 6:43:01 PM","1"
"3D9.1C2D08DD2E","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/12/2010 6:33:28 PM","1"
"3D9.1C2D08DD2E","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/12/2010 6:48:00 PM","1"
"3D9.1C2D08DD2E","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/12/2010 6:22:26 PM","1"
"3D9.1C2D08DD2E","Recapture","SAWTRP - Sawtooth Trap","6/22/2010","SAWTRP - Sawtooth Trap","7/13/2010","NA","NA","0","NA","SAWTRP","7/13/2010 12:00:00 AM","6/22/2010 12:01:00 PM","1"
"3D9.1C2D08DD7B","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/24/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/24/2010","NA","NA","0","NA","LGRLDR","5/24/2010 8:05:00 AM","5/24/2010 8:05:00 AM","1"
"3D9.1C2D08DD7B","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","02","WEIR 733","140","1","GRA","","5/24/2010 3:52:14 PM","1"
"3D9.1C2D08DD7B","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","04","WEIR 732","140","2","GRA","","5/24/2010 3:51:30 PM","1"
"3D9.1C2D08DD7B","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","06","WEIR 731","140","3","GRA","","5/24/2010 3:51:15 PM","1"
"3D9.1C2D08DD7B","Observation","GRA - Lower Granite Dam Adult","5/24/2010","","","08","WEIR 730","140","4","GRA","","5/24/2010 3:51:03 PM","1"
"3D9.1C2D08DDFD","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/4/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/4/2010","NA","NA","0","NA","LGRLDR","5/4/2010 9:31:00 AM","5/4/2010 9:31:00 AM","1"
"3D9.1C2D08DDFD","Observation","GRA - Lower Granite Dam Adult","5/4/2010","","","02","WEIR 733","140","1","GRA","","5/4/2010 2:42:03 PM","1"
"3D9.1C2D08DDFD","Observation","GRA - Lower Granite Dam Adult","5/4/2010","","","04","WEIR 732","140","2","GRA","","5/4/2010 2:41:54 PM","1"
"3D9.1C2D08DDFD","Observation","GRA - Lower Granite Dam Adult","5/4/2010","","","06","WEIR 731","140","3","GRA","","5/4/2010 2:41:44 PM","1"
"3D9.1C2D08DDFD","Observation","GRA - Lower Granite Dam Adult","5/4/2010","","","07","WEIR 730","140","4","GRA","","5/4/2010 2:40:14 PM","1"
"3D9.1C2D08DF19","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/2/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/2/2010","NA","NA","0","NA","LGRLDR","5/2/2010 8:11:00 AM","5/2/2010 8:11:00 AM","1"
"3D9.1C2D08DF19","Observation","GRA - Lower Granite Dam Adult","5/2/2010","","","02","WEIR 733","140","1","GRA","","5/2/2010 3:13:56 PM","1"
"3D9.1C2D08DF19","Observation","GRA - Lower Granite Dam Adult","5/2/2010","","","04","WEIR 732","140","2","GRA","","5/2/2010 3:13:43 PM","1"
"3D9.1C2D08DF19","Observation","GRA - Lower Granite Dam Adult","5/2/2010","","","05","WEIR 731","140","3","GRA","","5/2/2010 3:13:32 PM","1"
"3D9.1C2D08DF19","Observation","GRA - Lower Granite Dam Adult","5/2/2010","","","08","WEIR 730","140","4","GRA","","5/2/2010 3:12:43 PM","1"
"3D9.1C2D08DF41","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/21/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/21/2010","NA","NA","0","NA","LGRLDR","5/21/2010 9:54:00 AM","5/21/2010 9:54:00 AM","1"
"3D9.1C2D08DF41","Observation","GRA - Lower Granite Dam Adult","5/21/2010","","","02","WEIR 733","140","1","GRA","","5/21/2010 11:08:49 AM","1"
"3D9.1C2D08DF41","Observation","GRA - Lower Granite Dam Adult","5/21/2010","","","04","WEIR 732","140","2","GRA","","5/21/2010 11:08:38 AM","1"
"3D9.1C2D08DF41","Observation","GRA - Lower Granite Dam Adult","5/21/2010","","","06","WEIR 731","140","3","GRA","","5/21/2010 11:08:23 AM","1"
"3D9.1C2D08DF41","Observation","GRA - Lower Granite Dam Adult","5/21/2010","","","08","WEIR 730","140","4","GRA","","5/21/2010 11:07:53 AM","1"
"3D9.1C2D08E0AD","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","NA","NA","0","NA","LGRLDR","5/20/2010 9:05:00 AM","5/20/2010 9:05:00 AM","1"
"3D9.1C2D08E0AD","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","02","WEIR 733","140","1","GRA","","5/20/2010 1:37:37 PM","1"
"3D9.1C2D08E0AD","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","04","WEIR 732","140","2","GRA","","5/20/2010 1:37:28 PM","1"
"3D9.1C2D08E0AD","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","06","WEIR 731","140","3","GRA","","5/20/2010 1:36:27 PM","1"
"3D9.1C2D08E0AD","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","08","WEIR 730","140","4","GRA","","5/20/2010 1:35:58 PM","1"
"3D9.1C2D08E0C5","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/13/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/13/2010","NA","NA","0","NA","LGRLDR","5/13/2010 8:40:00 AM","5/13/2010 8:40:00 AM","1"
"3D9.1C2D08E0C5","Observation","GRA - Lower Granite Dam Adult","5/13/2010","","","02","WEIR 733","140","1","GRA","","5/13/2010 1:34:03 PM","1"
"3D9.1C2D08E0C5","Observation","GRA - Lower Granite Dam Adult","5/13/2010","","","04","WEIR 732","140","2","GRA","","5/13/2010 1:32:55 PM","1"
"3D9.1C2D08E0C5","Observation","GRA - Lower Granite Dam Adult","5/13/2010","","","06","WEIR 731","140","3","GRA","","5/13/2010 1:32:00 PM","1"
"3D9.1C2D08E0C5","Observation","GRA - Lower Granite Dam Adult","5/13/2010","","","08","WEIR 730","140","4","GRA","","5/13/2010 1:30:42 PM","1"
"3D9.1C2D08E23A","Mark","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","5/20/2010","NA","NA","0","NA","LGRLDR","5/20/2010 9:05:00 AM","5/20/2010 9:05:00 AM","1"
"3D9.1C2D08E23A","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","02","WEIR 733","140","1","GRA","","5/20/2010 12:44:39 PM","1"
"3D9.1C2D08E23A","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","04","WEIR 732","140","2","GRA","","5/20/2010 12:44:29 PM","1"
"3D9.1C2D08E23A","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","06","WEIR 731","140","3","GRA","","5/20/2010 12:43:50 PM","1"
"3D9.1C2D08E23A","Observation","GRA - Lower Granite Dam Adult","5/20/2010","","","08","WEIR 730","140","4","GRA","","5/20/2010 12:43:12 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/11/2010 1:39:09 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/11/2010 4:30:40 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/11/2010 4:32:42 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/11/2010 6:50:16 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/11/2010 1:18:12 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/11/2010 1:42:09 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/11/2010 12:53:29 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/11/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/11/2010 7:00:16 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/12/2010 7:31:04 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/12/2010 7:34:58 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/12/2010 8:20:53 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/12/2010 7:23:24 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/12/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/12/2010 8:27:29 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/15/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/15/2010 8:59:14 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/15/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/15/2010 8:26:48 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/15/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/15/2010 8:42:12 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/15/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/15/2010 8:12:16 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/15/2010","","","A4","KEYWAY 1 - OVERFLOW","100","4","STL","","7/15/2010 8:39:07 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/16/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/16/2010 4:47:19 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/16/2010","","","A3","KEYWAY 1 - ORIFICE","100","3","STL","","7/16/2010 4:50:51 AM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 4:19:50 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 4:35:55 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 4:40:27 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 5:00:54 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 5:07:22 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A1","KEYWAY 3 - ORIFICE","100","1","STL","","7/18/2010 5:09:28 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:25:39 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:25:45 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:36:25 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:37:11 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:37:47 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:39:36 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:45:03 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:45:30 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:46:02 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:46:26 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:46:53 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:52:13 PM","1"
"3D9.1C2D08E23A","Observation","STL - Sawtooth Hatchery Adult Trap","7/18/2010","","","A2","KEYWAY 3 - OVERFLOW","100","2","STL","","7/18/2010 4:55:50 PM","1"
