"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Antenna ID","Antenna Group Name","Antenna Group Configuration Value","Antenna Group Sort Value","Event Site Code Value","Event Release Date Time Value","Event Date Time Value","CTH Count"
"3D9.1BF16BC198","Mark","SECTRP - Secesh River Screw Trap","10/5/2007","SECTRP - Secesh River Screw Trap","10/5/2007","NA","NA","0","NA","SECTRP","10/5/2007 1:30:00 PM","10/5/2007 10:17:00 AM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","02","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/29/2010 5:12:46 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","02","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/29/2010 5:12:47 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","03","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/29/2010 5:08:45 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","03","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/29/2010 5:08:46 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","04","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/29/2010 5:06:20 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","16","B-BRANCH WEIR 50","110","C1","BO1","","5/29/2010 4:28:35 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","18","B-BRANCH WEIR 49","110","C2","BO1","","5/29/2010 4:28:04 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","1A","B-BRANCH WEIR 48","110","C3","BO1","","5/29/2010 4:26:38 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","1C","B-BRANCH WEIR 47","110","C4","BO1","","5/29/2010 4:24:17 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","1C","B-BRANCH WEIR 47","110","C4","BO1","","5/29/2010 4:24:18 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","1E","B-BRANCH WEIR 46","110","C5","BO1","","5/29/2010 4:24:10 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","1E","B-BRANCH WEIR 46","110","C5","BO1","","5/29/2010 4:24:11 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","20","B-BRANCH WEIR 45","110","C6","BO1","","5/29/2010 4:21:09 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","22","B-BRANCH WEIR 44","110","C7","BO1","","5/29/2010 4:21:00 PM","1"
"3D9.1BF16BC198","Observation","BO1 - Bonneville Bradford Is. Ladder","5/29/2010","","","24","B-BRANCH WEIR 43","110","C8","BO1","","5/29/2010 4:20:53 PM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","02","WEIR 733","140","1","GRA","","6/17/2010 12:13:27 PM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","04","WEIR 732","140","2","GRA","","6/17/2010 12:13:15 PM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","06","WEIR 731","140","3","GRA","","6/17/2010 12:12:45 PM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","07","WEIR 730","140","4","GRA","","6/17/2010 12:12:11 PM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","12","ISO WEST","140","6","GRA","","6/17/2010 4:47:45 AM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","14","ISO WEST","140","6","GRA","","6/17/2010 4:47:45 AM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","16","ISO WEST","140","6","GRA","","6/17/2010 4:47:45 AM","1"
"3D9.1BF16BC198","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","18","ISO WEST","140","6","GRA","","6/17/2010 4:47:45 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","01","COUNTING WINDOW","100","1","MC1","","6/4/2010 6:38:47 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","02","COUNTING WINDOW","100","1","MC1","","6/4/2010 6:38:40 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","02","COUNTING WINDOW","100","1","MC1","","6/4/2010 6:38:41 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","03","WEIR 288","100","2","MC1","","6/4/2010 8:34:52 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","03","WEIR 288","100","2","MC1","","6/4/2010 8:34:53 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","04","WEIR 288","100","2","MC1","","6/4/2010 8:00:02 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","04","WEIR 288","100","2","MC1","","6/4/2010 8:00:03 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","04","WEIR 288","100","2","MC1","","6/4/2010 5:23:12 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","05","WEIR 287","100","3","MC1","","6/4/2010 8:36:09 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","06","WEIR 287","100","3","MC1","","6/4/2010 7:57:31 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","06","WEIR 287","100","3","MC1","","6/4/2010 7:57:32 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","06","WEIR 287","100","3","MC1","","6/4/2010 5:22:05 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","06","WEIR 287","100","3","MC1","","6/4/2010 5:22:06 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","07","WEIR 286","100","4","MC1","","6/4/2010 8:36:17 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","08","WEIR 286","100","4","MC1","","6/4/2010 7:56:46 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","08","WEIR 286","100","4","MC1","","6/4/2010 7:56:47 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","08","WEIR 286","100","4","MC1","","6/4/2010 5:21:01 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","09","WEIR 284","100","5","MC1","","6/4/2010 8:36:41 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0A","WEIR 284","100","5","MC1","","6/4/2010 7:55:56 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0A","WEIR 284","100","5","MC1","","6/4/2010 7:55:57 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0C","WEIR 283","100","6","MC1","","6/4/2010 7:53:17 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0C","WEIR 283","100","6","MC1","","6/4/2010 5:17:02 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0D","WEIR 282","100","7","MC1","","6/4/2010 8:37:19 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0D","WEIR 282","100","7","MC1","","6/4/2010 8:37:20 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0E","WEIR 282","100","7","MC1","","6/4/2010 7:51:55 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0E","WEIR 282","100","7","MC1","","6/4/2010 7:51:56 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0E","WEIR 282","100","7","MC1","","6/4/2010 5:16:49 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","10","WEIR 280","100","8","MC1","","6/4/2010 7:51:01 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","10","WEIR 280","100","8","MC1","","6/4/2010 8:39:03 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","10","WEIR 280","100","8","MC1","","6/4/2010 5:15:28 PM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","11","WEIR 279","100","9","MC1","","6/4/2010 8:40:00 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","12","WEIR 279","100","9","MC1","","6/4/2010 7:48:45 AM","1"
"3D9.1BF16BC198","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","12","WEIR 279","100","9","MC1","","6/4/2010 5:14:21 PM","1"
"3D9.1BF16BC198","Observation","MCJ - McNary Dam Juvenile","5/13/2008","","","01","FULL FLOW BYPASS","160","A","MCJ","","5/13/2008 6:12:26 AM","1"
"3D9.1BF16BC198","Observation","MCJ - McNary Dam Juvenile","5/13/2008","","","02","FULL FLOW BYPASS","160","A","MCJ","","5/13/2008 6:12:30 AM","1"
"3D9.1BF16BC198","Observation","MCJ - McNary Dam Juvenile","5/13/2008","","","03","FULL FLOW BYPASS","160","A","MCJ","","5/13/2008 6:12:32 AM","1"
"3D9.1BF16BC198","Observation","MCJ - McNary Dam Juvenile","5/13/2008","","","04","FULL FLOW BYPASS","160","A","MCJ","","5/13/2008 6:12:35 AM","1"
"3D9.1BF16BC198","Recapture","LGRLDR - LGR - Release into the Adult Fish Ladder","6/17/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","6/17/2010","NA","NA","0","NA","LGRLDR","6/17/2010 9:02:00 AM","6/17/2010 9:02:00 AM","1"
"3D9.1BF16BC198","Recapture","SECTRP - Secesh River Screw Trap","10/6/2007","SECTRP - Secesh River Screw Trap","10/6/2007","NA","NA","0","NA","SECTRP","10/6/2007 2:30:00 PM","10/6/2007 11:23:00 AM","1"
"3D9.1BF17A728B","Mark","SECTRP - Secesh River Screw Trap","10/19/2007","SECTRP - Secesh River Screw Trap","10/19/2007","NA","NA","0","NA","SECTRP","10/19/2007 1:30:00 PM","10/19/2007 11:20:00 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","01","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/30/2010 9:52:07 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","02","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/30/2010 9:50:34 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","03","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/30/2010 9:49:53 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","03","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/30/2010 9:49:54 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","04","VERTICAL SLOT DETECTORS","110","A1","BO1","","5/30/2010 9:47:10 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","06","A-BRANCH WEIR 50","110","B1","BO1","","5/30/2010 8:26:16 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","08","A-BRANCH WEIR 49","110","B2","BO1","","5/30/2010 8:23:23 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","0A","A-BRANCH WEIR 48","110","B3","BO1","","5/30/2010 8:23:13 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","0C","A-BRANCH WEIR 47","110","B4","BO1","","5/30/2010 8:19:50 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","0E","A-BRANCH WEIR 46","110","B5","BO1","","5/30/2010 8:16:39 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","0E","A-BRANCH WEIR 46","110","B5","BO1","","5/30/2010 8:16:40 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","10","A-BRANCH WEIR 45","110","B6","BO1","","5/30/2010 8:16:27 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","12","A-BRANCH WEIR 44","110","B7","BO1","","5/30/2010 8:12:31 AM","1"
"3D9.1BF17A728B","Observation","BO1 - Bonneville Bradford Is. Ladder","5/30/2010","","","12","A-BRANCH WEIR 44","110","B7","BO1","","5/30/2010 8:12:32 AM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/16/2010","","","12","ISO WEST","140","6","GRA","","6/16/2010 6:48:13 PM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/16/2010","","","14","ISO WEST","140","6","GRA","","6/16/2010 6:48:13 PM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/16/2010","","","16","ISO WEST","140","6","GRA","","6/16/2010 6:48:13 PM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/16/2010","","","18","ISO WEST","140","6","GRA","","6/16/2010 6:48:13 PM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","02","WEIR 733","140","1","GRA","","6/17/2010 10:51:04 AM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","04","WEIR 732","140","2","GRA","","6/17/2010 10:50:56 AM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","06","WEIR 731","140","3","GRA","","6/17/2010 10:50:19 AM","1"
"3D9.1BF17A728B","Observation","GRA - Lower Granite Dam Adult","6/17/2010","","","07","WEIR 730","140","4","GRA","","6/17/2010 10:49:47 AM","1"
"3D9.1BF17A728B","Observation","ICH - Ice Harbor Dam (Combined)","6/5/2010","","","01","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","6/5/2010 4:32:54 PM","1"
"3D9.1BF17A728B","Observation","ICH - Ice Harbor Dam (Combined)","6/5/2010","","","03","LEFT LADDER WEIR 437 [O/S]","100","A2","ICH","","6/5/2010 4:32:08 PM","1"
"3D9.1BF17A728B","Observation","ICH - Ice Harbor Dam (Combined)","6/5/2010","","","05","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","6/5/2010 4:31:53 PM","1"
"3D9.1BF17A728B","Observation","ICH - Ice Harbor Dam (Combined)","6/5/2010","","","05","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","6/5/2010 4:31:54 PM","1"
"3D9.1BF17A728B","Observation","ICH - Ice Harbor Dam (Combined)","6/5/2010","","","07","LEFT LADDER WEIR 435 [O/S]","100","A4","ICH","","6/5/2010 4:31:41 PM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","01","COUNTING WINDOW","100","1","MC1","","6/4/2010 10:29:38 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","02","COUNTING WINDOW","100","1","MC1","","6/4/2010 10:29:32 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","02","COUNTING WINDOW","100","1","MC1","","6/4/2010 10:29:33 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","04","WEIR 288","100","2","MC1","","6/4/2010 7:49:48 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","06","WEIR 287","100","3","MC1","","6/4/2010 7:49:34 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","08","WEIR 286","100","4","MC1","","6/4/2010 7:47:09 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","08","WEIR 286","100","4","MC1","","6/4/2010 7:47:10 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0A","WEIR 284","100","5","MC1","","6/4/2010 7:43:55 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0A","WEIR 284","100","5","MC1","","6/4/2010 7:43:56 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0C","WEIR 283","100","6","MC1","","6/4/2010 7:43:17 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","0E","WEIR 282","100","7","MC1","","6/4/2010 7:43:10 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","10","WEIR 280","100","8","MC1","","6/4/2010 7:39:43 AM","1"
"3D9.1BF17A728B","Observation","MC1 - McNary Oregon Shore Ladder","6/4/2010","","","12","WEIR 279","100","9","MC1","","6/4/2010 7:39:19 AM","1"
"3D9.1BF17A728B","Recapture","LGRLDR - LGR - Release into the Adult Fish Ladder","6/17/2010","LGRLDR - LGR - Release into the Adult Fish Ladder","6/17/2010","NA","NA","0","NA","LGRLDR","6/17/2010 9:02:00 AM","6/17/2010 9:02:00 AM","1"
"3D9.1BF1A28222","Mark","IMNTRP - Imnaha Trap","11/8/2007","IMNTRP - Imnaha Trap","11/8/2007","NA","NA","0","NA","IMNTRP","11/8/2007 6:30:00 PM","11/8/2007 8:41:00 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","01","WEIR 52","100","1","BO2","","6/20/2010 9:30:28 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","03","WEIR 51","100","2","BO2","","6/20/2010 9:30:11 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","03","WEIR 51","100","2","BO2","","6/20/2010 9:30:12 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","05","WEIR 50","100","3","BO2","","6/20/2010 9:28:34 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","07","WEIR 49","100","4","BO2","","6/20/2010 9:24:38 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","09","WEIR 48","100","5","BO2","","6/20/2010 9:20:54 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","0B","WEIR 47","100","6","BO2","","6/20/2010 9:20:29 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","0D","WEIR 46","100","7","BO2","","6/20/2010 9:15:22 AM","1"
"3D9.1BF1A28222","Observation","BO2 - Bonneville Cascades Is. Ladder","6/20/2010","","","0F","WEIR 45","100","8","BO2","","6/20/2010 9:12:36 AM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","01","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 12:06:53 PM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","01","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 12:06:54 PM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","02","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 12:04:52 PM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","03","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 12:03:18 PM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","04","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 11:59:43 AM","1"
"3D9.1BF1A28222","Observation","BO4 - Bonneville WA Ladder Slots","6/20/2010","","","04","VERTICAL SLOT DETECTORS","100","1","BO4","","6/20/2010 11:59:44 AM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","91","DIVERSION RIVER EXIT","140","4","GOJ","","5/5/2008 1:09:11 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","92","DIVERSION RIVER EXIT","140","4","GOJ","","5/5/2008 1:09:11 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","A1","A-SEPARATOR GATE","140","1","GOJ","","5/5/2008 1:08:57 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","A2","A-SEPARATOR GATE","140","1","GOJ","","5/5/2008 1:08:57 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","A3","A-SEPARATOR GATE","140","1","GOJ","","5/5/2008 1:08:57 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","A4","A-SEPARATOR GATE","140","1","GOJ","","5/5/2008 1:08:57 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","C1","DIVERSION SBYC GATE","140","3","GOJ","","5/5/2008 1:09:08 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","C2","DIVERSION SBYC GATE","140","3","GOJ","","5/5/2008 1:09:08 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","C3","DIVERSION SBYC GATE","140","3","GOJ","","5/5/2008 1:09:08 PM","1"
"3D9.1BF1A28222","Observation","GOJ - Little Goose Dam Juvenile","5/5/2008","","","C4","DIVERSION SBYC GATE","140","3","GOJ","","5/5/2008 1:09:08 PM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","02","WEIR 733","140","1","GRA","","7/9/2010 3:44:45 PM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","04","WEIR 732","140","2","GRA","","7/9/2010 3:42:58 PM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","06","WEIR 731","140","3","GRA","","7/9/2010 3:42:17 PM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","08","WEIR 730","140","4","GRA","","7/9/2010 3:41:59 PM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","22","ISO EAST","140","8","GRA","","7/9/2010 11:03:18 AM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","24","ISO EAST","140","8","GRA","","7/9/2010 11:03:18 AM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","26","ISO EAST","140","8","GRA","","7/9/2010 11:03:18 AM","1"
"3D9.1BF1A28222","Observation","GRA - Lower Granite Dam Adult","7/9/2010","","","28","ISO EAST","140","8","GRA","","7/9/2010 11:03:18 AM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","01","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","7/4/2010 3:01:02 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","02","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","7/4/2010 2:59:53 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","02","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","7/4/2010 2:59:54 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","02","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","7/4/2010 3:02:59 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","02","LEFT LADDER WEIR 438 [O/S]","100","A1","ICH","","7/4/2010 3:03:00 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","04","LEFT LADDER WEIR 437 [O/S]","100","A2","ICH","","7/4/2010 2:58:51 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","04","LEFT LADDER WEIR 437 [O/S]","100","A2","ICH","","7/4/2010 2:58:52 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","04","LEFT LADDER WEIR 437 [O/S]","100","A2","ICH","","7/4/2010 3:01:10 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","04","LEFT LADDER WEIR 437 [O/S]","100","A2","ICH","","7/4/2010 3:02:33 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","05","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 3:02:20 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","05","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 3:02:21 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","06","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 2:56:49 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","06","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 2:56:50 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","06","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 3:01:17 PM","1"
"3D9.1BF1A28222","Observation","ICH - Ice Harbor Dam (Combined)","7/4/2010","","","06","LEFT LADDER WEIR 436 [O/S]","100","A3","ICH","","7/4/2010 3:01:18 PM","1"
